"","TaxonCode","group","meanben_firefreq","FutureImpact"
"78","11242","Mammals",0.516300224004883,1.60560456668397
"79","12578","Reptiles",0.759078516123539,6
"80","10306","Birds",0.621081468893667,NA
"81","10297","Birds",1.82019911945903,NA
"82","12475","Reptiles",0.589295939025357,-4.65217391304348
"83","5133","Reptiles",-0.159337364919735,NA
"84","11438","Mammals",0.903705130985757,1.14884717404611
"85","10177","Birds",0.83360787773422,NA
"86","62933","Reptiles",0.619405185563365,NA
"87","10029","Birds",1.03716712482786,-0.225
"88","10239","Birds",0.201201125059739,3
"89","10010","Birds",1.15683142697994,NA
"90","10508","Birds",0.508397686006513,NA
"91","13117","Amphibians",1.53556964276558,NA
"92","11017","Mammals",1.96358064607439,-0.161246612466126
"93","11215","Mammals",1.43062646151658,2.75308641975309
"94","10035","Birds",1.10245835535156,-1
"95","10339","Birds",0.682907585758667,NA
"96","10310","Birds",1.40110554264798,NA
"97","10046","Birds",0.892617959572982,NA
"98","10484","Birds",1.41732727625506,NA
"99","10174","Birds",1.06328548476356,NA
"100","11156","Mammals",0.526658225739425,1.74299045232644
"101","12170","Reptiles",1.00907865989705,-0.542553191489362
"102","11395","Mammals",1.39315931451692,-1.98101265822785
"103","12105","Reptiles",0.88385832588323,-0.30188679245283
"104","10502","Birds",1.24133984020029,4.83333333333333
"105","10499","Birds",1.13428944573451,4.7536231884058
"106","10498","Birds",1.76455638757094,-1.56363636363636
"107","10163","Birds",0.414715448382661,NA
"108","10164","Birds",-0.00279623341062663,NA
"109","10162","Birds",-0.322490839083412,NA
"110","10264","Birds",1.77659856953979,-0.305395842547545
"111","10267","Birds",1.39742349617914,2
"112","10265","Birds",1.89982630030193,2.60483460559796
"113","61835","Mammals",0.733691993187429,-4.49401913875598
"114","12318","Reptiles",0.887145156157334,NA
"115","62969","Reptiles",1.25955987524137,NA
"116","11151","Mammals",1.86031022524953,-2.23826500297089
"117","11152","Mammals",2.01402948535644,NA
"118","11150","Mammals",1.40779830575846,3.93421052631579
"119","10602","Birds",1.45554729142468,NA
"120","11349","Mammals",1.42999260088657,NA
"121","11351","Mammals",0.89047154545305,0.830508474576271
"122","10348","Birds",1.8835246690848,NA
"123","10139","Birds",0.261736819363989,NA
"124","10202","Birds",0.759957783147792,5
"125","10446","Birds",1.15729162159537,NA
"126","10437","Birds",1.60561818857109,0
"127","10109","Birds",1.24843662353081,NA
"128","12126","Reptiles",1.07785865481063,NA
"129","10125","Birds",1.28016978453434,6.56410256410256
"130","10342","Birds",0.666652647271097,-2
"131","10344","Birds",1.16277824949423,NA
"132","10504","Birds",1.41502948778059,0.858778625954198
"133","10436","Birds",1.37803741579039,2.89379310344827
"134","10218","Birds",0.369206176362436,NA
"135","10561","Birds",1.73510754366757,NA
"136","10560","Birds",1.29264730883496,-4
"137","10028","Birds",0.857477472554927,NA
"138","61341","Mammals",1.78228296903107,NA
"139","61342","Mammals",0.898549343757788,-1.45
"140","11113","Mammals",0.365303516476793,1.29559748427673
"141","11061","Mammals",0.905842252272257,-3.09031545107494
"142","13134","Amphibians",1.15757430090771,NA
"143","11129","Mammals",1.51455982702078,-1.07015781922525
"144","12174","Reptiles",1.37631176645812,NA
"145","13086","Amphibians",0.552102872313993,NA
"146","11165","Mammals",0.368467843356665,0.711538461538462
"147","12386","Reptiles",1.15759338627946,NA
"148","10423","Birds",1.61513765718706,NA
"149","10425","Birds",1.01160927382063,NA
"150","12711","Reptiles",1.92073393668955,NA
"151","10693","Birds",0.838137364744852,NA
"152","10558","Birds",0.609168894634631,NA
"153","10691","Birds",1.01657789223303,NA
"154","10868","Birds",0.50436352776884,NA
"155","10012","Birds",1.98806823847953,NA
"156","10009","Birds",-0.0719640828022011,8.125
"157","12458","Reptiles",1.88186098584191,NA
"158","10700","Birds",0.488152231775244,1
"159","10630","Birds",0.48070445832276,NA
"160","10419","Birds",1.6306839618573,NA
"161","10043","Birds",0.140078398740377,NA
"162","10416","Birds",1.40753406876321,-2
"163","10449","Birds",0.714293126961564,NA
"164","10282","Birds",1.05691650321873,NA
"165","13135","Amphibians",0.517995346354808,-1
"166","12185","Reptiles",0.633255906916613,NA
"167","12199","Reptiles",1.43107975837046,-1.16666666666667
"168","12342","Reptiles",1.41556853620831,NA
"169","12374","Reptiles",1.29583088574617,NA
"170","12375","Reptiles",0.267326912402324,NA
